id,brand,model,year,fuel,kms,price,transmission
633fdf3d8cc4f7ec1a098212,Kia,Sorento,2004,d,222222.0,14000.0,
6342cfbce94cf193920d0444,Daewoo,Lanos,1998,p,255000.0,1250.0,
5da41a83abebe273e279b315,Audi,A4,2004,d,171000.0,7800.0,
6342cfa87054908773028054,Opel,Corsa,2004,d,200000.0,1500.0,
62b1fa0233fa1247ee001bd2,Toyota,Avensis,2007,d,265000.0,3800.0,
6342cfb3bc20d475730b2d73,Toyota,Corolla,2006,d,239000.0,5999.0,
6342cf96bb0561f83507cff6,Ford,Fiesta,2014,p,280000.0,8500.0,
6342cfa99f6a9338f609ab72,VW,Bora,2001,d,200000.0,4999.0,
6342cf62d0333fff4f0133c3,Honda,FR-V,2007,d,282000.0,7980.0,
6342cf5773c8e96282084276,Opel,Astra,1999,p,218000.0,2800.0,
62ee66176eb669d6b4030de2,Nissan,Micra,2003,p,119000.0,4130.0,
6342cf16aeffc3c7c2073093,Renault,Clio,2003,d,217358.0,2900.0,
6331abfaf1d678b5f00a5d15,Renault,Clio,2005,d,131300.0,2350.0,
6342ce3f20aa5344170f21c4,Mercedes-Benz,124,2002,d,4005000.0,4300.0,
62a71f6622ae078c3e02c5b2,Ford,Focus,2007,d,219300.0,3700.0,
6342cdf0b14786bf1b04fcf2,BMW,530,2004,d,210000.0,7500.0,
6325ad82938e66de09067cf3,Daihatsu,Terios,2001,p,166163.0,5399.0,
6338326cd52bd9639d0a39e5,Fiat,Panda,2009,p,120600.0,3900.0,
633fb145d8f96ccbe40e2b12,Toyota,Land,2001,d,292347.0,16999.0,
634148af4e303afc1c059bc5,Fiat,Doblo,2016,d,130000.0,12100.0,
6339d4e7dec9ed68c0054392,Citroen,C5,2015,d,163000.0,15555.0,
627a688fcd2eca3f1d08f4a3,Porsche,Cayenne,2008,p,200000.0,28000.0,
6311937a409f46a07d0d1502,VW,Tiguan,2010,d,190000.0,16500.0,
62c1baf4dfd312aeef04b9e4,Mercedes-Benz,ML,2006,d,230000.0,16700.0,
632f29093b30a37098030022,Mazda,MPV,1998,d,333426.0,2100.0,
633de85e6bcb933b3b031433,BMW,325,2005,p,231441.0,5999.0,
62a60f9a72358fcf60056424,Citroen,Berlingo,2014,d,190000.0,10500.0,
6338172e33d302fc250da872,Audi,A6,2002,d,365000.0,3800.0,
633727b5cc1800ba8d07a2d2,Smart,ForTwo,2002,p,106000.0,2200.0,
62ff9bb7ce850dc31a01a0d2,Renault,Kadjar,2019,p,160000.0,34900.0,
6320d5bf6378a14b3405f3a3,Audi,S3,2007,p,225250.0,14000.0,
6337dfe09813c895aa00c925,Daewoo,Kalos,2003,p,174000.0,2300.0,
6332e5770ec60d3811058986,Opel,Astra,2008,p,178000.0,22000.0,
631a1421f7e2ae7aad0ea362,Seat,Alhambra,2004,d,144700.0,7300.0,
6329ab042ceaf87c100d25a3,VW,Touran,2008,p,227000.0,11500.0,
62409b2348567155d35cf712,Toyota,Yaris,2015,p,120000.0,13300.0,
62ffa59b2d521ce701069422,Ford,C-Max,2013,d,179000.0,13999.0,
6342cdd042d327c9d00c93e3,BMW,330,2006,d,323000.0,10500.0,
6240c19c10705230e8773082,Nissan,Qashqai,2010,d,173000.0,11999.0,
634132b67db142710f0abb95,Mercedes-Benz,124,1993,p,200.0,4999.0,
62f636b301aa23f28a017cd3,Mercedes-Benz,C,2005,d,380000.0,6500.0,
6342cd6011ce0fccbe036a32,BMW,316,1995,p,300000.0,1300.0,
6342cd97ac9e252cd30ba3e4,Seat,Alhambra,2006,d,220000.0,3299.0,
6342cd8e4e93bb34b1048d95,Mercedes-Benz,C,2002,d,260000.0,4799.0,
6342cd2259eb107991047224,VW,Passat,2007,d,307000.0,7999.0,
6342cd0bce9aa0c10e05f712,Nissan,Qashqai,2012,d,189327.0,17500.0,
6311e4f9014ebfa82401d063,Mercedes-Benz,C,2005,d,198000.0,7700.0,
6342ccc959958890650457f2,VW,Passat,2005,d,273500.0,4700.0,
62cc5bc480f3ebde5d0b6322,Fiat,Doblo,2006,d,100000.0,6900.0,
62c4719d9970b9bc5204b902,Renault,Clio,2015,d,110000.0,13999.0,
631852bdcf7f4dc43004a327,Ford,Kuga,2009,d,147000.0,12999.0,
6331c15f6399a921950fb3c5,BMW,318,2006,p,172960.0,8490.0,
62fb6a2b4ae926c5d606a243,Peugeot,5008,2013,d,247586.0,12799.0,
62ff7bdfdc6087aeed008362,Opel,Astra,2017,d,119113.0,7999.0,
6096c59834ed7846bb0c89a4,VW,Touran,2004,d,220000.0,4900.0,
6235c96d1a70740e87770f95,Lancia,MUSA,2006,p,181000.0,4899.0,
60742dced1826b060076fc92,Honda,Stream,2002,p,178225.0,5499.0,
6171160467222971f608bf62,Ford,Fiesta,2004,p,159337.0,3299.0,
631c7f44a92aaf0524063722,Toyota,Avensis,2007,d,240000.0,7500.0,
6329c22a988cedbb980e8dd5,Audi,A6,2005,d,267039.0,4000.0,
62fe025957dc0082dc0ce2c2,Mini,ONE,2003,d,168556.0,4899.0,
6239c0042b554e64d40142e2,Mercedes-Benz,124,1994,p,335852.0,11000.0,
633e8cf8d70414d2e00b8052,Peugeot,307,2003,d,153000.0,3400.0,
63356fd286d46febe30955d5,Citroen,C4,2006,d,226999.0,3000.0,
633e901d90728ad1780c8db2,Peugeot,307,2004,d,147000.0,3499.0,
632a21096d2fe5915d051a34,Nissan,Qashqai,2011,d,123.0,18000.0,
63287b17867b44820f064b94,BMW,316,2004,p,212000.0,4000.0,
6342cb77d4ecca836d027f52,BMW,530,2004,d,260000.0,8500.0,
62e002759d261a1d110e9115,BMW,320,2002,d,313000.0,5900.0,
633e8e0bc740b9ad040ad762,VW,Bora,2000,d,201000.0,2900.0,
626ea69d6fe07cb592017342,VW,Golf,2006,p,217000.0,4999.0,
633e8be1bf64b913f2017042,Peugeot,Partner,2006,d,223000.0,3800.0,
632ac6fc9be243ee230028e3,Opel,Astra,2009,p,147000.0,6500.0,
6335dd35fac6b3cc5a05b9c5,BMW,320,2007,d,194000.0,5500.0,
632ac82197c7e0dd25006252,VW,Polo,2004,p,105000.0,3000.0,
62853cd8a408860fe0024a43,Audi,A4,2015,d,220000.0,24500.0,
631858c3bbd7002f12008923,Opel,Corsa,2009,p,110000.0,5050.0,
62a4c8327e1501d4f80c3e12,BMW,320,2009,d,199000.0,9500.0,
630f9f1ae786710b0d0b3a76,Mitsubishi,Pajero,1997,d,200000.0,9999.0,
630bc819805c3ddd71044722,VW,Golf,2007,d,193668.0,7899.0,
6328b8eaf5256b1056008b73,Honda,Civic,2011,p,180000.0,8999.0,
62cdc462a3c6b331460bed54,Mazda,5,2010,d,220000.0,6500.0,
6333189a9c3a1a35cc05c382,Toyota,Previa,2003,d,190766.0,5300.0,
6312442e7610ddd9750ad8f3,Ford,Fiesta,2004,d,200000.0,2600.0,
631856f9bbd7002f12008922,Opel,Astra,2005,d,202000.0,4100.0,
632b4d87b145f92532085082,VW,up!,2016,p,79000.0,5400.0,
63330fa1a7d8566cab0d88c4,Mazda,5,2006,p,157899.0,4400.0,
62fbc8b55092e7ceb7092b43,Opel,Zafira,2003,p,199573.0,3500.0,
614452c83082323a1a01c312,Nissan,Almera,2005,d,159000.0,2500.0,
62224c106c1502514c384cb2,Suzuki,Grand,2005,d,135000.0,6300.0,
631b73911edf0c935b09dda3,Peugeot,Partner,2004,d,270433.0,3800.0,
6329f4456c5c93a17508ca43,BMW,520,2013,d,200000.0,19999.0,
633fc917bafb869bd804dc92,Opel,Zafira,2003,p,210579.0,3500.0,
630665dd2cc5fabaef0fcfd5,Peugeot,206,2007,d,124876.0,2550.0,
62e8297f7e64e6db90009f22,Suzuki,Grand,2007,d,90000.0,6999.0,
61e965a4b134f1598e3a5192,BMW,316,1989,p,288088.0,7700.0,
6339d4d1ac47d8db9e01d8d4,Ford,Mondeo,2003,d,236897.0,2900.0,
6275168d93c507ad11098a02,VW,Beetle,2000,p,143000.0,2600.0,
634183a22ab1be178b0227f4,VW,Golf,2001,p,212579.0,3500.0,
633f1aa078ccb9c33201c422,Opel,Corsa,2004,p,146000.0,2850.0,
625eb96e14b7dc245c091c12,Volvo,V40,2002,d,213000.0,2500.0,
60a22c631603a77972746542,Peugeot,307,2005,d,105000.0,3350.0,
6325476e40efe467af052de2,Peugeot,308,2009,d,29324563.0,6400.0,
615576e3175e3b1c1d561982,Nissan,Almera,2004,d,154000.0,2700.0,
633316d6082df14b2d05ffb3,VW,Passat,2002,d,210000.0,2999.0,
621f34e3e4f6ac7a4825be04,VW,Polo,2002,p,132000.0,2550.0,
60dd72e542f5e905fc0ef4f2,Seat,Cordoba,2003,d,195000.0,2600.0,
63309607d43dbc11900f5442,BMW,X3,2007,d,189110.0,10999.0,
6322312cb362ad43ee07b352,Dacia,Duster,2011,p,191200.0,14500.0,
62f15cf3ced1282a230183b4,Hyundai,i30,2012,d,172000.0,8400.0,
6330a01bf873678f6105dfc3,Honda,CR-V,2008,p,234000.0,20500.0,
62a069a4410fa5f8d000dc32,BMW,X5,2008,d,290000.0,22500.0,
630bbcc8d077246c50066906,Mini,Countryman,2013,p,194000.0,18700.0,
6229cf6088b6382ed84cffb2,VW,Bora,1999,d,203000.0,2750.0,
633f3077feb3dee788058074,Toyota,Aygo,2009,p,119000.0,7500.0,
627517e5ca91ee9ba3038c02,Renault,Clio,2004,d,173000.0,2100.0,
60dd7563a324ec2ca43bd662,Mazda,2,2007,p,159000.0,2800.0,
6298bb629e7b549df60e2132,Skoda,Octavia,2003,d,193000.0,2600.0,
62bc15cf87ca0c95fd0e6fe2,Nissan,Almera,2004,d,168000.0,2900.0,
6275173b994b205cdf04f932,VW,Golf,2001,p,109000.0,2000.0,
6298ba218d8cc0de5e04d2f2,VW,Golf,2000,d,199000.0,2200.0,
633abde5acaad2947606ede2,Seat,Altea,2007,p,196000.0,7999.0,
6342cb672c0aa0ac62093fe2,Nissan,Juke,2013,p,96500.0,21000.0,
6342cb5d6c2d1c42f40d99b2,BMW,320,1996,p,304500.0,3300.0,
631f39c0fd2e6a95d7057ff2,Dacia,Logan,2016,p,66813.0,15799.0,
62dd5b3874c057d43c00e152,BMW,318,1992,p,222222.0,2401.0,
633ee34ec1b3d1006e015d62,Toyota,RAV,2005,p,201000.0,9800.0,
6331e5e1ab849025e40eac42,Honda,Accord,2006,p,233700.0,13000.0,
604daf3c49ae8d24e84473a2,Fiat,Panda,2008,p,169000.0,5900.0,
6342ca218418fb6ad407b533,Hyundai,i10,2011,p,104500.0,8250.0,
63388ea5343b5c5ab80d6312,Mazda,6,2007,d,234756.0,4300.0,
6327256ebefa454cda099e04,Mercedes-Benz,E,2003,d,230200.0,7200.0,
62fa6f5ff92b02bc5401d044,Land,Rover,1998,p,200000.0,2900.0,
62f26b040619346c8e0fa2e7,BMW,318,2004,p,218882.0,3000.0,
63205e553a3eaa59270bb634,Peugeot,308,2014,d,223000.0,15500.0,
62e900191762445849082452,VW,Touareg,2017,p,73439.0,51900.0,
6301304fefd67134740c32e4,BMW,X3,2019,p,71100.0,72000.0,
631488ab31ce6027d4069792,Hyundai,i20,2010,p,153000.0,7993.0,
63076a5e6fe41e2658013063,Peugeot,206,2002,p,190200.0,2800.0,
62ebedb4e412b680a80582b5,Toyota,Avensis,2009,d,199700.0,7993.0,
62f65bae087d061ef00f6dc2,Peugeot,Partner,2009,d,202700.0,4200.0,
631b350420b65c53c2053492,Fiat,Fiorino,2008,d,179000.0,8000.0,
620d2a02e66a3748f41e03c3,Ford,Mustang,2008,p,260000.0,20000.0,
6337034b5966403d5f044e02,Dacia,Lodgy,2015,d,107230.0,15699.0,
62d6dc4f3bec2867910abae2,Chevrolet,Cavalier,1989,p,166000.0,3000.0,
632af0294a25418bdb0d3422,VW,Beetle,1973,p,8888.0,8500.0,
6331967b0709535c42044692,VW,Caddy,1986,d,222222.0,5500.0,
6308cc3e69aaecacaf015414,VW,Golf,1983,d,222222.0,8000.0,
62123ef01083033c9378f302,VW,Passat,2005,d,225080.0,4800.0,
6289ee1faf8cdc42c5037dc3,BMW,530,2012,d,285000.0,30900.0,
6255abd64193bff5d10bf3e6,VW,Golf,1985,p,94000.0,15000.0,
6223be5f7ab8f369975d3012,VW,Golf,1987,p,303000.0,7500.0,
6342c9c8459ba49e1103e5a6,Ford,Ka,1998,p,133500.0,999.0,
6283ac8315b84c7b4c019e23,VW,Golf,1990,p,333333.0,3500.0,
6342c9400bdc1a2c3e00ae93,VW,Lupo,2002,p,115000.0,3200.0,
62b35bb996cc608aed014ae2,Renault,Clio,2017,d,102000.0,12999.0,
61a3a1d47fbe8360ce443a32,Lada,21061,1988,p,100584.0,10000.0,
6342c8ebc16dc149b5091d23,Mercedes-Benz,S,2015,d,273000.0,77800.0,
60ae7e66cc7f922554393503,Fiat,126,1990,p,6500.0,4300.0,
62b5f5b4d94a647acb0cb7b2,Suzuki,SJ,1990,p,186000.0,6000.0,
6342c8ac4080c44c45012f62,Peugeot,306,1995,p,200000.0,950.0,
61c77f82fda23c0f114ca3b2,Honda,Civic,1986,p,20000.0,9000.0,
5da42160f969787ed811d1b3,Honda,Prelude,1986,p,206000.0,15000.0,
61b5093f1191c91f3833df33,BMW,324,1987,d,215876.0,10000.0,
61757dc7b04a8c7fe20d6655,Mercedes-Benz,190,1992,p,291000.0,4000.0,
628bcf7581815277030f3f43,Skoda,120,1982,p,13800.0,3000.0,
62a8bfe4f86ca7fa410df8b3,Lada,21013,1984,p,65000.0,1500.0,
6342c8ee4bb7a70f180e27d2,Audi,A3,2008,p,165000.0,13800.0,
6331673fcf472850a30183f2,Mercedes-Benz,ML,2003,d,240000.0,8100.0,
6342c8cbc9f3514d010fb872,Mercedes-Benz,ML,2007,d,206500.0,16800.0,
632de12b178e601d7e01f6b4,Mitsubishi,Canter,1999,p,260000.0,1200.0,
629b8c36b89643778a0c3153,Volvo,S80,2003,d,320000.0,5000.0,
63052422b35a7a988f0f2023,Citroen,C5,2010,d,226000.0,13300.0,
628ba7f6463e8f71190ef0d4,Mercedes-Benz,SLK,1997,p,167000.0,5400.0,
6342c88ec36d3778530b2eb2,Mercedes-Benz,CLS,2007,d,250000.0,7300.0,
6342c83ee989d839780908f2,Nissan,Micra,2015,p,97500.0,9950.0,
632af9feb2f0f21af80071b6,Audi,A3,2005,d,273000.0,9300.0,
633997752afe0fd2120645b3,Mazda,3,2005,d,227431.0,3200.0,
62efb90769dd9b2b3b0204d9,Mitsubishi,Pajero,2003,d,180000.0,7000.0,
63393bfd8204ba1902032492,Peugeot,307,2002,p,280000.0,2550.0,
62ec3c2f92df065e480402b2,Mercedes-Benz,E,2009,d,265000.0,18500.0,
62f4c960fc02e7729d0a3fe2,Peugeot,3008,2011,d,183000.0,14200.0,
630de310cd3517318708f482,Mercedes-Benz,A,2008,d,187500.0,2800.0,
62c2cb6b0b1696b2fe0fb7c3,Peugeot,307,2005,p,201000.0,2950.0,
63172e44169ead02fb0b0d34,Peugeot,407,2006,p,202000.0,6999.0,
63408972e13827bec40170b2,VW,Passat,2008,d,173000.0,9500.0,
62c5f39657f5e32b7a076cd9,Volvo,XC,2009,d,202000.0,19900.0,
62e42c3ae6f29cd6750c4302,Fiat,Freemont,2012,d,216000.0,15500.0,
632888cf6332b9b9860814a2,Seat,Altea,2006,p,150000.0,7350.0,
62f16575441f4c4feb08d942,Suzuki,Vitara,2016,d,163000.0,26500.0,
627aca2bef34ccb8b80c8513,Peugeot,4008,2012,d,146000.0,20999.0,
62d8674315ee67ad560ea3c2,Dacia,Duster,2012,p,225000.0,14300.0,
630de0a429af819e7b048842,VW,Polo,2004,p,136500.0,3400.0,
62dec0c81548c60ee602e9b3,Mercedes-Benz,ML,2008,d,228000.0,15999.0,
62f29bfc3170ba35520cb7c2,VW,Touareg,2007,d,198000.0,14900.0,
631799dbda20c9e0820a0632,VW,Touareg,2008,d,250000.0,15300.0,
62cf2e0cd329fb0969062482,Audi,Q5,2009,d,210000.0,22900.0,
63393f65c709e0a6c207e402,VW,Golf,1998,d,284000.0,2300.0,
63222fb600f0c644c90618e2,Audi,Q5,2010,d,220000.0,25900.0,
633b441b67e884bd560e4a02,Audi,Q5,2011,d,203000.0,23900.0,
6335f44bbe33119d720fef72,Fiat,Sedici,2007,p,181000.0,8500.0,
62f29a2eff7ca93bdc0e65c2,Hyundai,Getz,2003,p,186000.0,2550.0,
6286a3457f29cf476c0d28a2,VW,Passat,2005,d,215000.0,7500.0,
632cbd52e89d2f50f605c8e2,BMW,318,2013,d,205000.0,16500.0,
632dfc48da191558240c1eb2,Skoda,Octavia,2014,d,240000.0,19500.0,
625ec2af6cf0f523e90e8635,BMW,X1,2013,p,193574.0,21000.0,
62e5862e9f820c648f01de62,Kia,Ceed,2011,d,184000.0,8990.0,
63052463e7f1c1cac70e9662,Audi,A4,2009,d,214000.0,15500.0,
6342c8104a60d86528097902,Audi,A4,1995,p,230000.0,3299.0,
62ca877aed781207e105d495,Peugeot,Partner,2001,p,196000.0,3499.0,
630e709802bbefbcee0ac232,Audi,A4,2008,d,243000.0,12500.0,
63264b1501053ac5fa0d4944,Audi,A4,2008,p,173000.0,14800.0,
6342c810162dee1c44010ba2,VW,Polo,2011,d,217000.0,8600.0,
6342c7f30e453210060af892,BMW,318,2003,p,260000.0,3000.0,
62e6b02c4d7939ea940884d2,Audi,A4,2008,d,239000.0,15500.0,
6324b35d37d62f291309b344,Ford,Fiesta,2016,d,92445.0,15800.0,
6342c7d0add13ac9c4093362,BMW,535,2015,d,239000.0,47999.0,
62f6a3ba4804bb1a5b030e22,VW,Golf,2013,d,178000.0,23500.0,
62cf19a66599084565005d55,VW,Touran,2006,d,209500.0,8777.0,
62f7a5ce1be1fe1e1e069de2,VW,Golf,2009,d,193000.0,13500.0,
633d9ebd6cd632b35a0c6588,Opel,Meriva,2010,p,130000.0,7300.0,
5da41fd26aa9c57342244698,Peugeot,307,2004,p,189500.0,3650.0,
63408bbf83fe97dc5802dec2,Citroen,C5,2016,d,193000.0,19500.0,
62cfcbeadc4da96f97037e82,Suzuki,Grand,2009,p,178000.0,14900.0,
63384b97803d7f1d980ed082,Audi,A3,2010,p,189000.0,10500.0,
633458d443738f4e2b069956,Mercedes-Benz,GLC,2018,d,195000.0,65900.0,
633f26d30f061dcb300a5f42,Mercedes-Benz,E,2017,d,201000.0,65000.0,
6326ec25053fe3a4d000d403,BMW,525,2001,p,400000.0,7700.0,
6336ebde4580e29b4508d942,VW,Passat,2004,d,22469.0,5200.0,
6342c776bb5961ead8060ff2,Ford,Focus,2006,d,249000.0,4200.0,
62f13c1b5acda8391c08eb44,VW,Golf,2005,d,194000.0,6000.0,
633dcf0ac2917d240302e8d3,Mercedes-Benz,E,2019,d,223000.0,64990.0,
62d52bc0cbf684fb50060382,BMW,530,2011,d,175000.0,26500.0,
6314e5a825fe2326540928d5,Nissan,Qashqai,2011,d,221980.0,14500.0,
616c3626f505da1a6636bfc2,BMW,318,1993,p,200000.0,1599.0,
633fec678765bafcb10789b2,Opel,Zafira,2001,d,240000.0,1499.0,
61a8c41070cc0d628a00d982,VW,Golf,1997,p,225000.0,2000.0,
616ac6bd755af273244d1ad3,Opel,Corsa,1995,p,200000.0,1150.0,
62e55f2b9eaa9b39310027c5,Toyota,4-Runner,1996,p,282501.0,16499.0,
6342c6ae0bdc1a2c3e00ae92,Audi,A4,1998,d,210000.0,2550.0,
632cad4c17261c67c60d0c42,Mercedes-Benz,C,2012,d,208400.0,22900.0,
62ed0cd935f4f9f48602b725,Seat,Toledo,2004,d,226000.0,3800.0,
6318ed32c9d9b4145302e572,Mercedes-Benz,C,2011,d,233000.0,17395.0,
626c41bf5326a86cde0781a4,Opel,Astra,2016,d,110000.0,16500.0,
61a39c9ef70d4b4abe128ff2,Audi,A6,2008,d,203000.0,14999.0,
5da419076aa9c5734220669c,Opel,Astra,1996,p,200000.0,1499.0,
62da7e09e986b33fcc0b2ab5,Honda,Insight,2009,p,172500.0,12900.0,
633c5c4958304a538f0504c2,Renault,Symbol,2008,p,40112.0,3900.0,
633b274f44ac915fd80738d2,VW,Beetle,2000,p,94500.0,5000.0,
6342c66ab2fb6c2269079814,VW,Golf,1999,d,299000.0,4200.0,
6342c6465efb17dddf084753,Fiat,Punto,2010,p,398000.0,5000.0,
5da41e87f969787ed8110904,Subaru,Legacy,2003,p,189000.0,4300.0,
6342c62e1480c5c0620613f4,Citroen,C3,2005,d,172000.0,3599.0,
62a4519d196780aaa90cfc52,Audi,A6,2012,d,220000.0,30000.0,
62c5b58bf6a9c930630292d2,BMW,320,2004,d,301000.0,4500.0,
6338a46e3cfb195a5208c062,Honda,Civic,2001,p,107000.0,6490.0,
633d6e39b07e80dcde0851b7,BMW,530,2004,d,28000.0,16000.0,
6342c5d818832e1bef028255,Ford,C-Max,2012,d,162000.0,12500.0,
6342c57d225ee2dd9f019b12,Alfa,Romeo,2005,d,218678.0,3100.0,
6342c5f7932112eb6d0fc932,Daihatsu,Feroza/Sportrak,1994,p,38900.0,4500.0,
6342c58736a9664f2f087dd2,Peugeot,207,2009,p,164800.0,7777.0,
5f7c4b23cbdc185074251935,Lada,2101,1971,p,58000.0,1200.0,
63396736790373b2980d8442,BMW,320,2004,p,197200.0,8200.0,
6342c52d12cec5dfdd0fec93,Mercedes-Benz,E,2016,d,210000.0,69500.0,
6342c51498f6ab331b0dfa22,Toyota,Avensis,2012,d,180000.0,9990.0,
63349f4e5fe08d4bdd0d54c2,VW,Bora,2003,d,310000.0,4300.0,
6342c4fab5e9892af3018f22,VW,Golf,2001,p,198000.0,2300.0,
63396888ec8b1e28b10e46e8,BMW,X6,2009,d,181000.0,25555.0,
6342c47c7d7c19051c0179a2,Skoda,Octavia,1997,d,250000.0,3700.0,
632df1325612890ee8066685,Mercedes-Benz,ML,2014,d,245000.0,35555.0,
632e01d82cd437783d0899f8,Mercedes-Benz,CLS,2016,d,234000.0,49999.0,
6339682203963ce7150df5c3,Audi,A8,2011,d,277.0,29999.0,
62921b85805614ba7d065723,Peugeot,206,2010,p,166589.0,4650.0,
6342c4274644d42b1a066b14,BMW,325,2009,p,166.0,14000.0,
633a816d30dc260da606cb04,Mercedes-Benz,CLS,2011,d,300.0,25555.0,
6305e88c8c19a8479108a612,Renault,Kangoo,2001,d,259800.0,2600.0,
6342c44a1c4a663255053948,Mercedes-Benz,ML,2004,d,214000.0,7700.0,
63405134eae6869db003eb45,VW,Golf,2015,p,141000.0,19999.0,
63124f411481a6dd9d0b84c4,Renault,Espace,2000,d,276850.0,2400.0,
632e98bbc408b5e4640c3573,Mercedes-Benz,ML,2008,d,245000.0,13900.0,
620a2ef84f277a7ad8604cf4,Alfa,Romeo,2004,d,250000.0,3000.0,
632ea4e596728556b90c1234,Land,Rover,2011,d,214000.0,29999.0,
632dfea4e95659dae00bf4d3,Audi,A6,2005,d,245000.0,6555.0,
633473db5134dc9647054763,BMW,X3,2011,d,367.0,25555.0,
6342c42d5e33b24fe002f592,BMW,535,2005,d,265000.0,17000.0,
634051da605a8fede90bfa0c,BMW,X6,2009,d,222222.0,25555.0,
633c782993b65b026d0b7e84,Opel,Astra,2009,d,211000.0,4500.0,
632e00901f1ea97d130ee332,Infiniti,QX56,2008,p,190000.0,24444.0,
632dff4cacd3e4608a025eb2,BMW,750IL,2012,p,190000.0,25555.0,
632e027c917dc94f7904cef5,Mercedes-Benz,GL,2013,d,190000.0,49999.0,
631e3170392f20e0ab078b24,BMW,530,2005,d,260390.0,7500.0,
632e011f5426c40ac30c6f54,Mercedes-Benz,CLA,2017,p,149000.0,59999.0,
634147e6b027e674af06b4e2,Audi,A8,2004,d,192000.0,14900.0,
632e99514d66d036610bbdc2,VW,Touareg,2011,d,234000.0,24444.0,
632e99c37adfcdde7609dab2,VW,Touareg,2011,d,234000.0,23334.0,
632e9b167adfcdde7609dabc,Mercedes-Benz,S,2021,d,56789.0,189999.0,
62a5dd2d962082eb760c1062,Mercedes-Benz,ML,1999,p,320000.0,6000.0,
632dffd8fdcf4d788602d3c2,BMW,X3,2007,d,201000.0,10400.0,
6256904b9257a99a660f17a3,GMC,Sierra,2002,p,350000.0,14500.0,
63359a6c764b0c2f2802e605,Ford,S-Max,2007,d,198000.0,7300.0,
633acc4213e790645a025432,BMW,330,2009,d,277000.0,14999.0,
627bf4be9b1ca0841c05dd12,Citroen,Xsara,2005,d,180000.0,2700.0,
63371fd3c6e114107801ca26,Nissan,Primera,1992,p,217831.0,1350.0,
633d84af9745a75026047713,Mercedes-Benz,E,2006,p,250000.0,8500.0,
628e020e60d271c1400885b2,Volvo,V50,2005,d,160000.0,3600.0,
6311b498e2414dc8cc0c97a2,Opel,Frontera,2006,p,250000.0,4100.0,
616ae62d4ddcb417f84cdca2,Mercedes-Benz,GL,2008,d,251000.0,9000.0,
6324958ee430570ac309e605,Opel,Zafira,1999,p,217362.0,2250.0,
62f7991b988397057802bae2,Dodge,Journey,2009,d,177000.0,7999.0,
6342c3888bdc48288805b0a9,Nissan,Qashqai,2012,d,190000.0,13500.0,
6342c366ec5558121e0c6cf2,Mercedes-Benz,C,2015,d,275000.0,37000.0,
630f4f20b5ef8dab75048793,Renault,Kadjar,2018,d,182000.0,26900.0,
631067e612aa9f21c10dfdb4,BMW,X5,2015,d,116900.0,55500.0,
630f486adfb51efdfb02c4e2,Skoda,Octavia,2017,d,181000.0,24500.0,
6342c3623f372f973f018068,Citroen,C5,2005,p,300000.0,4000.0,
632947da76ff1886b004e354,Mercedes-Benz,C,2008,d,230000.0,15555.0,
6342c2d78bdc48288805b0a8,VW,Passat,2008,d,200000.0,9199.0,
6342c343ab531212eb065853,Mercedes-Benz,ML,2008,d,230000.0,17000.0,
